Sex,Species,Start,Finish,Transfer
Male,Vulcan,Tactical,Marines,no
Female,Human,Medical,Medical,no
Male,Vulcan,Marines,Marines,no
Male,Human,Engineering,Operations,no
Male,Human,Security,Resigned,yes
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Security,Intelligence,no
Male,Human,Marines,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Human,Intelligence,Resigned,no
Female,Human,Intelligence,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Vulcan,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Vulcan,Operations,Resigned,no
Female,Vulcan,Security,Security,yes
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Human,Marines,Operations,no
Male,Human,Security,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Security,no
Female,Vulcan,Medical,Medical,no
Female,Human,Engineering,Intelligence,no
Male,Human,Tactical,Tactical,no
Female,Human,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Security,no
Male,Human,Medical,Resigned,no
Male,Vulcan,Tactical,Tactical,yes
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Engineering,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Engineering,Personnel,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Intelligence,no
Female,Bajoran,Engineering,Engineering,no
Male,Human,Operations,Operations,no
Female,Vulcan,Engineering,Resigned,no
Female,Vulcan,Engineering,Operations,no
Male,Human,Marines,Medical,no
Female,Human,Medical,Resigned,no
Female,Human,Tactical,Tactical,yes
Male,Bajoran,Marines,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Intelligence,Resigned,no
Female,Human,Medical,Marines,no
Female,Human,Operations,Operations,no
Male,Human,Intelligence,Operations,no
Male,Human,Marines,Security,no
Female,Human,Intelligence,Security,no
Male,Human,Marines,Resigned,no
Female,Human,Security,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Bajoran,Medical,Intelligence,no
Male,Human,Engineering,Engineering,no
Female,Betazoid,Tactical,Resigned,no
Male,Human,Intelligence,Operations,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Marines,no
Male,Human,Tactical,Tactical,no
Female,Human,Intelligence,Resigned,no
Male,Human,Operations,Engineering,no
Female,Human,Medical,Medical,no
Female,Human,Engineering,Resigned,no
Female,Vulcan,Engineering,Engineering,no
Male,Human,Marines,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Female,Human,Medical,Engineering,no
Male,Human,Marines,Security,no
Male,Vulcan,Tactical,Resigned,no
Male,Human,Personnel,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Intelligence,Security,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Intelligence,Resigned,yes
Male,Human,Security,Resigned,no
Male,Human,Medical,Personnel,no
Female,Human,Security,Security,yes
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Tactical,yes
Female,Human,Security,Security,no
Female,Vulcan,Medical,Operations,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Intelligence,Operations,no
Female,Human,Intelligence,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Tactical,no
Male,Human,Engineering,Intelligence,no
Male,Human,Medical,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Bajoran,Tactical,Tactical,no
Male,Human,Operations,Tactical,no
Male,Human,Medical,Resigned,no
Female,Human,Marines,Operations,no
Male,Bajoran,Marines,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Vulcan,Tactical,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Human,Operations,Resigned,yes
Male,Human,Operations,Operations,no
Male,Human,Intelligence,Security,no
Female,Human,Operations,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Bajoran,Medical,Medical,no
Male,Vulcan,Engineering,Engineering,yes
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Resigned,no
Female,Human,Marines,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Medical,Security,no
Male,Human,Marines,Tactical,no
Male,Human,Engineering,Resigned,no
Male,Bajoran,Intelligence,Engineering,yes
Male,Bajoran,Intelligence,Marines,yes
Male,Human,Marines,Security,no
Female,Human,Marines,Security,no
Male,Vulcan,Medical,Medical,no
Male,Human,Tactical,Tactical,no
Female,Vulcan,Tactical,Intelligence,no
Female,Human,Operations,Operations,no
Male,Human,Marines,Tactical,no
Female,Human,Operations,Intelligence,no
Male,Human,Tactical,Tactical,yes
Female,Human,Personnel,Operations,no
Male,Human,Marines,Resigned,no
Female,Human,Medical,Intelligence,no
Male,Human,Operations,Tactical,no
Male,Human,Operations,Operations,no
Male,Human,Medical,Intelligence,no
Female,Human,Operations,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Medical,Resigned,no
Female,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Female,Vulcan,Engineering,Engineering,yes
Male,Human,Marines,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Medical,Intelligence,no
Male,Human,Marines,Intelligence,no
Male,Vulcan,Marines,Tactical,no
Male,Human,Medical,Medical,no
Female,Human,Marines,Tactical,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Marines,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Marines,Operations,no
Male,Human,Medical,Marines,no
Female,Bajoran,Medical,Resigned,yes
Male,Human,Tactical,Tactical,yes
Female,Human,Tactical,Tactical,no
Male,Vulcan,Engineering,Resigned,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Marines,Tactical,no
Male,Human,Personnel,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Engineering,Intelligence,no
Male,Human,Medical,Resigned,yes
Male,Human,Marines,Resigned,no
Female,Vulcan,Medical,Medical,yes
Female,Human,Operations,Intelligence,no
Male,Human,Tactical,Intelligence,no
Female,Bajoran,Medical,Medical,yes
Female,Bajoran,Engineering,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Marines,Resigned,no
Female,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Operations,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Female,Human,Security,Security,yes
Male,Human,Operations,Operations,no
Male,Vulcan,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Bajoran,Marines,Tactical,no
Male,Bajoran,Security,Resigned,no
Male,Betazoid,Medical,Resigned,no
Male,Bajoran,Medical,Medical,no
Male,Human,Marines,Operations,no
Female,Human,Operations,Operations,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Medical,no
Male,Human,Tactical,Intelligence,no
Male,Vulcan,Engineering,Resigned,yes
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Vulcan,Security,Security,no
Male,Human,Marines,Intelligence,no
Male,Human,Security,Resigned,no
Female,Human,Operations,Resigned,no
Female,Human,Engineering,Resigned,yes
Male,Vulcan,Operations,Resigned,no
Female,Human,Medical,Medical,no
Male,Human,Marines,Security,no
Male,Human,Marines,Operations,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Engineering,Engineering,no
Female,Vulcan,Tactical,Resigned,no
Female,Vulcan,Tactical,Resigned,no
Male,Human,Engineering,Operations,no
Male,Bajoran,Marines,Engineering,no
Female,Human,Marines,Operations,no
Female,Human,Tactical,Tactical,no
Male,Human,Engineering,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Resigned,yes
Female,Human,Medical,Operations,no
Male,Human,Medical,Marines,yes
Male,Human,Intelligence,Medical,no
Female,Vulcan,Operations,Operations,yes
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Security,no
Male,Vulcan,Medical,Operations,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Engineering,no
Female,Human,Marines,Tactical,yes
Male,Human,Medical,Resigned,no
Female,Human,Marines,Operations,no
Male,Human,Security,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Security,Operations,no
Male,Human,Security,Operations,no
Male,Human,Tactical,Security,no
Male,Human,Marines,Resigned,no
Male,Human,Operations,Operations,no
Female,Human,Engineering,Intelligence,no
Male,Human,Engineering,Resigned,no
Female,Human,Intelligence,Operations,no
Female,Human,Medical,Medical,yes
Female,Human,Operations,Operations,no
Male,Human,Operations,Resigned,yes
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Marines,no
Male,Human,Tactical,Tactical,no
Female,Human,Medical,Security,no
Male,Human,Engineering,Operations,no
Male,Human,Tactical,Tactical,no
Male,Vulcan,Tactical,Tactical,yes
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Intelligence,Intelligence,no
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Operations,no
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Engineering,yes
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Operations,no
Male,Human,Medical,Medical,no
Male,Human,Medical,Operations,no
Female,Human,Security,Security,no
Female,Human,Tactical,Tactical,no
Male,Human,Intelligence,Resigned,yes
Male,Human,Engineering,Marines,no
Male,Human,Marines,Medical,no
Male,Human,Marines,Resigned,no
Female,Human,Operations,Intelligence,no
Male,Human,Engineering,Resigned,no
Female,Human,Medical,Medical,no
Male,Bajoran,Engineering,Operations,no
Female,Human,Intelligence,Operations,no
Male,Human,Personnel,Tactical,no
Female,Human,Medical,Operations,no
Male,Vulcan,Operations,Operations,no
Male,Human,Medical,Resigned,no
Male,Human,Marines,Security,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Medical,Medical,no
Male,Human,Intelligence,Personnel,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Resigned,no
Female,Human,Operations,Operations,yes
Male,Human,Operations,Operations,no
Male,Human,Security,Security,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Tactical,no
Female,Human,Security,Security,no
Male,Human,Marines,Operations,no
Male,Human,Tactical,Resigned,no
Male,Human,Personnel,Intelligence,yes
Male,Human,Marines,Engineering,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Security,no
Female,Vulcan,Medical,Resigned,no
Female,Human,Operations,Operations,no
Female,Vulcan,Marines,Operations,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Intelligence,no
Male,Human,Tactical,Tactical,no
Female,Human,Marines,Intelligence,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Resigned,no
Male,Human,Marines,Security,no
Female,Human,Intelligence,Resigned,no
Female,Bajoran,Medical,Medical,yes
Female,Bajoran,Medical,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Female,Human,Operations,Resigned,no
Male,Human,Medical,Medical,no
Male,Bajoran,Marines,Engineering,no
Female,Human,Tactical,Tactical,no
Male,Human,Medical,Medical,no
Female,Betazoid,Intelligence,Security,no
Male,Vulcan,Tactical,Tactical,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Operations,no
Male,Human,Marines,Operations,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Vulcan,Marines,Engineering,no
Male,Betazoid,Engineering,Engineering,no
Male,Betazoid,Personnel,Security,no
Male,Human,Marines,Engineering,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,yes
Male,Vulcan,Engineering,Resigned,no
Male,Human,Marines,Intelligence,no
Female,Vulcan,Tactical,Tactical,no
Female,Human,Operations,Operations,no
Male,Human,Medical,Medical,no
Female,Human,Medical,Medical,no
Male,Human,Operations,Operations,no
Male,Human,Marines,Tactical,no
Female,Human,Marines,Tactical,no
Male,Human,Marines,Engineering,no
Male,Human,Marines,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Personnel,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Vulcan,Medical,Marines,yes
Female,Vulcan,Engineering,Resigned,no
Male,Human,Operations,Operations,no
Female,Human,Operations,Operations,yes
Male,Bajoran,Marines,Operations,no
Female,Human,Marines,Security,no
Female,Human,Personnel,Resigned,no
Male,Human,Engineering,Intelligence,no
Male,Human,Operations,Security,no
Male,Human,Operations,Operations,no
Male,Bajoran,Marines,Engineering,yes
Male,Human,Medical,Marines,no
Female,Vulcan,Intelligence,Resigned,no
Male,Human,Intelligence,Operations,no
Female,Vulcan,Operations,Operations,no
Female,Human,Medical,Operations,no
Female,Human,Security,Resigned,yes
Male,Human,Tactical,Tactical,no
Female,Human,Tactical,Tactical,yes
Male,Bajoran,Marines,Engineering,no
Male,Bajoran,Marines,Tactical,no
Female,Vulcan,Security,Resigned,no
Female,Human,Tactical,Resigned,no
Female,Human,Tactical,Marines,no
Female,Human,Operations,Operations,no
Female,Human,Medical,Medical,no
Female,Human,Marines,Tactical,no
Male,Human,Tactical,Tactical,no
Female,Human,Personnel,Resigned,no
Female,Human,Medical,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Security,no
Female,Bajoran,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Intelligence,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Tactical,no
Female,Human,Medical,Intelligence,no
Male,Human,Security,Security,yes
Female,Human,Intelligence,Operations,no
Male,Human,Security,Intelligence,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Operations,Operations,no
Male,Human,Personnel,Operations,no
Male,Human,Engineering,Intelligence,no
Female,Human,Tactical,Tactical,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Security,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Intelligence,Tactical,no
Male,Human,Engineering,Resigned,yes
Male,Human,Marines,Tactical,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Tactical,no
Male,Human,Marines,Intelligence,no
Male,Human,Marines,Resigned,no
Female,Bajoran,Operations,Intelligence,no
Male,Human,Personnel,Resigned,no
Male,Human,Engineering,Engineering,no
Female,Human,Operations,Tactical,yes
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Vulcan,Engineering,Resigned,yes
Male,Human,Tactical,Personnel,no
Male,Human,Engineering,Resigned,no
Female,Vulcan,Marines,Engineering,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Human,Medical,Medical,no
Male,Human,Marines,Tactical,no
Male,Human,Engineering,Engineering,yes
Female,Human,Operations,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Bajoran,Intelligence,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Bajoran,Personnel,Operations,no
Male,Human,Personnel,Intelligence,no
Male,Vulcan,Tactical,Tactical,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Medical,Medical,no
Male,Vulcan,Intelligence,Resigned,no
Female,Human,Security,Security,no
Female,Human,Tactical,Medical,yes
Male,Human,Engineering,Engineering,yes
Female,Bajoran,Intelligence,Operations,no
Male,Human,Engineering,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Intelligence,Operations,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Engineering,Intelligence,no
Male,Human,Security,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Intelligence,Tactical,no
Female,Bajoran,Intelligence,Security,no
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Medical,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Human,Operations,Operations,no
Female,Human,Marines,Resigned,no
Female,Human,Tactical,Tactical,no
Male,Human,Tactical,Personnel,no
Male,Bajoran,Personnel,Resigned,no
Male,Human,Operations,Resigned,no
Female,Human,Marines,Operations,no
Female,Human,Operations,Operations,no
Female,Human,Operations,Operations,yes
Male,Human,Engineering,Operations,no
Female,Vulcan,Medical,Medical,no
Female,Human,Medical,Resigned,no
Male,Vulcan,Engineering,Engineering,yes
Male,Bajoran,Engineering,Engineering,no
Male,Human,Marines,Tactical,yes
Male,Human,Tactical,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Tactical,Tactical,yes
Female,Human,Medical,Intelligence,yes
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Female,Vulcan,Marines,Intelligence,no
Female,Human,Operations,Operations,yes
Male,Human,Engineering,Resigned,no
Female,Human,Marines,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Intelligence,no
Female,Vulcan,Engineering,Engineering,yes
Male,Human,Marines,Engineering,no
Female,Human,Engineering,Resigned,no
Male,Vulcan,Medical,Medical,no
Male,Human,Marines,Intelligence,no
Male,Human,Engineering,Medical,no
Male,Human,Marines,Security,no
Female,Human,Security,Security,yes
Male,Human,Tactical,Intelligence,no
Female,Human,Operations,Operations,no
Male,Human,Intelligence,Engineering,no
Male,Human,Tactical,Intelligence,no
Female,Human,Security,Resigned,no
Male,Human,Operations,Operations,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Female,Vulcan,Security,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Human,Security,Resigned,no
Male,Vulcan,Marines,Engineering,no
Male,Human,Security,Security,yes
Male,Human,Marines,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Medical,Resigned,yes
Male,Vulcan,Marines,Resigned,no
Female,Human,Engineering,Operations,no
Female,Vulcan,Engineering,Resigned,yes
Female,Human,Operations,Operations,no
Male,Human,Operations,Operations,no
Male,Bajoran,Tactical,Resigned,no
Male,Human,Marines,Engineering,no
Male,Human,Operations,Personnel,no
Male,Human,Security,Security,yes
Female,Human,Intelligence,Intelligence,no
Male,Human,Marines,Engineering,no
Female,Human,Medical,Medical,yes
Female,Human,Security,Security,yes
Male,Human,Marines,Tactical,no
Male,Betazoid,Tactical,Tactical,yes
Male,Human,Marines,Intelligence,no
Male,Bajoran,Engineering,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Tactical,Security,no
Male,Vulcan,Medical,Marines,yes
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Resigned,yes
Male,Human,Engineering,Operations,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Resigned,no
Female,Human,Medical,Medical,yes
Female,Human,Security,Security,no
Male,Bajoran,Marines,Operations,no
Female,Human,Engineering,Engineering,no
Male,Human,Medical,Medical,no
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Operations,no
Female,Vulcan,Marines,Engineering,no
Male,Human,Operations,Resigned,no
Female,Human,Operations,Intelligence,no
Male,Human,Marines,Tactical,no
Female,Human,Tactical,Resigned,no
Male,Human,Marines,Resigned,no
Female,Human,Medical,Security,no
Male,Human,Marines,Engineering,no
Female,Vulcan,Medical,Intelligence,no
Male,Human,Marines,Engineering,no
Male,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Female,Bajoran,Intelligence,Engineering,no
Male,Human,Tactical,Intelligence,no
Female,Human,Tactical,Intelligence,no
Female,Human,Intelligence,Operations,no
Male,Human,Engineering,Operations,no
Male,Human,Security,Resigned,no
Male,Human,Marines,Operations,no
Male,Human,Marines,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Human,Operations,Operations,no
Male,Human,Intelligence,Resigned,no
Female,Human,Medical,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Engineering,Tactical,no
Male,Human,Security,Security,no
Female,Vulcan,Operations,Operations,no
Male,Human,Medical,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Security,no
Female,Human,Engineering,Resigned,yes
Male,Human,Engineering,Engineering,no
Female,Human,Engineering,Engineering,no
Female,Human,Marines,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Security,Resigned,no
Female,Human,Medical,Intelligence,no
Male,Human,Personnel,Operations,no
Male,Human,Tactical,Tactical,no
Female,Human,Intelligence,Tactical,no
Female,Human,Marines,Tactical,no
Female,Human,Operations,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Female,Human,Personnel,Operations,no
Male,Human,Marines,Tactical,no
Female,Human,Operations,Operations,no
Male,Human,Intelligence,Resigned,no
Male,Human,Medical,Resigned,yes
Female,Vulcan,Marines,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Operations,Operations,no
Female,Vulcan,Tactical,Resigned,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Female,Human,Marines,Security,no
Male,Human,Engineering,Engineering,no
Male,Human,Operations,Security,yes
Female,Human,Engineering,Engineering,yes
Male,Human,Intelligence,Operations,no
Male,Human,Security,Security,no
Male,Human,Medical,Medical,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Marines,no
Male,Human,Medical,Personnel,no
Male,Bajoran,Marines,Security,no
Male,Human,Engineering,Engineering,no
Female,Human,Security,Resigned,yes
Male,Human,Operations,Resigned,no
Female,Human,Tactical,Tactical,yes
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,yes
Female,Human,Medical,Medical,yes
Female,Human,Marines,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Security,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Security,Security,no
Female,Human,Operations,Operations,yes
Male,Human,Medical,Medical,yes
Male,Human,Medical,Personnel,yes
Female,Human,Medical,Medical,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Operations,no
Male,Human,Medical,Intelligence,no
Female,Vulcan,Medical,Medical,no
Male,Vulcan,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Operations,no
Female,Bajoran,Tactical,Tactical,no
Male,Human,Engineering,Security,no
Male,Human,Marines,Operations,no
Male,Bajoran,Intelligence,Resigned,no
Male,Human,Marines,Operations,no
Male,Human,Operations,Operations,no
Male,Bajoran,Engineering,Engineering,no
Female,Betazoid,Marines,Medical,no
Male,Vulcan,Medical,Tactical,no
Male,Bajoran,Marines,Tactical,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Tactical,no
Male,Bajoran,Operations,Operations,yes
Female,Human,Medical,Resigned,yes
Male,Human,Intelligence,Engineering,no
Male,Human,Engineering,Resigned,no
Female,Human,Medical,Intelligence,yes
Male,Human,Marines,Operations,no
Male,Human,Engineering,Resigned,no
Female,Vulcan,Operations,Operations,no
Male,Human,Security,Security,no
Female,Human,Medical,Medical,no
Female,Bajoran,Operations,Resigned,no
Male,Human,Operations,Operations,no
Male,Human,Medical,Intelligence,no
Female,Vulcan,Operations,Operations,no
Male,Human,Marines,Medical,no
Male,Bajoran,Personnel,Intelligence,no
Male,Human,Medical,Intelligence,no
Male,Human,Engineering,Intelligence,no
Male,Human,Marines,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Vulcan,Engineering,Resigned,no
Male,Vulcan,Tactical,Tactical,no
Male,Human,Tactical,Resigned,no
Female,Vulcan,Marines,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Tactical,no
Male,Human,Marines,Operations,no
Male,Human,Engineering,Resigned,no
Female,Human,Operations,Operations,no
Male,Bajoran,Marines,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,yes
Female,Human,Intelligence,Intelligence,no
Male,Human,Engineering,Engineering,no
Male,Human,Medical,Operations,no
Male,Betazoid,Tactical,Marines,no
Female,Human,Tactical,Tactical,no
Male,Human,Marines,Operations,no
Male,Human,Marines,Marines,no
Female,Human,Tactical,Tactical,yes
Male,Human,Engineering,Marines,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Engineering,no
Male,Human,Engineering,Engineering,yes
Female,Human,Medical,Medical,no
Male,Human,Medical,Medical,no
Female,Human,Medical,Intelligence,no
Male,Human,Tactical,Tactical,no
Female,Human,Marines,Operations,no
Female,Human,Marines,Resigned,no
Female,Human,Marines,Intelligence,no
Male,Human,Marines,Security,no
Male,Human,Security,Security,yes
Male,Human,Marines,Security,no
Female,Human,Intelligence,Resigned,no
Female,Bajoran,Medical,Intelligence,yes
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Marines,no
Male,Human,Marines,Operations,no
Male,Human,Engineering,Security,no
Male,Human,Tactical,Tactical,no
Female,Human,Tactical,Intelligence,no
Female,Vulcan,Security,Personnel,yes
Male,Human,Marines,Operations,no
Female,Bajoran,Medical,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Resigned,no
Female,Human,Marines,Resigned,no
Female,Human,Operations,Intelligence,no
Female,Vulcan,Operations,Intelligence,no
Female,Betazoid,Personnel,Medical,yes
Male,Human,Marines,Resigned,no
Female,Human,Engineering,Resigned,no
Female,Betazoid,Operations,Resigned,no
Female,Vulcan,Operations,Operations,yes
Male,Human,Marines,Operations,no
Male,Human,Engineering,Marines,no
Male,Human,Intelligence,Security,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Tactical,no
Male,Human,Marines,Tactical,no
Male,Human,Marines,Resigned,no
Female,Human,Engineering,Resigned,no
Male,Human,Medical,Resigned,no
Female,Vulcan,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Female,Human,Operations,Resigned,no
Male,Human,Personnel,Intelligence,no
Male,Bajoran,Operations,Operations,yes
Female,Vulcan,Operations,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Operations,no
